RKey.keys,RKey.rt,slider.response,slider.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,ITI,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,Ratingtrials.ran,Image,Gender,AgeGroup,MacID,Age,"Ethnicity (e.g., African, Asian, & Caucasian)",date,expName,psychopyVersion,OS,frameRate,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,RatingBlockOrder.ran,RatingBlock
space,0.8861,49.37795003,1.3626,0.016580132,-0.37466824,1,0,0,NextBu,1.078956347,0,0,0,0,1,Images/F-A-A.jpg,,Adult ,,,,2021-11-12_15h20.28.409,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.32539876,0.7505,-0.00202847,-0.386354234,1,0,0,NextBu,1.255934098,0,1,1,3,1,Images/F-C-C.jpg,,Adult ,,,,2021-11-12_15h20.28.409,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.29032389,0.7681,0.002903239,-0.374975247,1,0,0,NextBu,1.354138441,0,2,2,4,1,Images/M-A-A.jpg,,Adult ,,,,2021-11-12_15h20.28.409,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.07980686,1.0909,0.00962755,-0.389862128,1,0,0,NextBu,1.335769511,0,3,3,6,1,Images/M-C-A.jpg,,Adult ,,,,2021-11-12_15h20.28.409,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,49.96722412,0.7394,0.01018514,-0.397628038,1,0,0,NextBu,1.454354522,0,4,4,2,1,Images/F-C-A.jpg,,Adult ,,,,2021-11-12_15h20.28.409,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,49.59071181,0.6099,0.005690511,-0.363370361,1,0,0,NextBu,1.482539279,0,5,5,7,1,Images/M-C-C.jpg,,Adult ,,,,2021-11-12_15h20.28.409,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.06068251,0.7198,0.015211046,-0.387436659,1,0,0,NextBu,1.334545237,0,6,6,5,1,Images/M-A-C.jpg,,Adult ,,,,2021-11-12_15h20.28.409,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.95335558,0.8501,0.00803677,-0.407712538,1,0,0,NextBu,1.131009884,0,7,7,1,1,Images/F-A-C.jpg,,Adult ,,,,2021-11-12_15h20.28.409,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-12_15h20.28.409,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,0,0,5,1,TrialCondition_F.xlsx
,,50.25847032,1.3435,0.005207045,-0.388518338,1,0,0,NextBu,0.79485169,0,0,0,3,1,Images/yA-F-ver5.jpg,,youngadult,,,,2021-11-12_15h20.28.409,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,49.87813992,0.7717,0.008906657,-0.402619493,1,0,0,NextBu,1.157674463,0,1,1,1,1,Images/yA-M-ver7.jpg,,youngadult,,,,2021-11-12_15h20.28.409,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.39128282,1.3476,0.010034315,-0.370963203,1,0,0,NextBu,1.000509427,0,2,2,0,1,Images/yA-M-ver5.jpg,,youngadult,,,,2021-11-12_15h20.28.409,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.82517497,0.9358,0.00825175,-0.408982273,1,0,0,NextBu,0.526167653,0,3,3,2,1,Images/yA-F-ver2.jpg,,youngadult,,,,2021-11-12_15h20.28.409,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-12_15h20.28.409,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,1,1,2,1,TrialCondition_C.xlsx
