RKey.keys,RKey.rt,slider.response,slider.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,ITI,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,Ratingtrials.ran,Image,Gender,AgeGroup,MacID,Age,"Ethnicity (e.g., African, Asian, & Caucasian)",date,expName,psychopyVersion,OS,frameRate,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,RatingBlockOrder.ran,RatingBlock
space,1.2008,49.59347195,1.0492,0.009743245,-0.362459852,1,0,0,NextBu,1.015340728,0,0,0,1,1,Images/yA-M-ver7.jpg,,youngadult,,,,2021-11-13_14h47.19.716,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.63045926,0.7127,-0.005504896,-0.424063314,1,0,0,NextBu,1.3396857,0,1,1,0,1,Images/yA-M-ver5.jpg,,youngadult,,,,2021-11-13_14h47.19.716,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,49.73294406,0.7827,0.001460436,-0.38696974,1,0,0,NextBu,1.250271509,0,2,2,3,1,Images/yA-F-ver5.jpg,,youngadult,,,,2021-11-13_14h47.19.716,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.42192925,1.0453,0.004219293,-0.370267605,1,0,0,NextBu,0.751963775,0,3,3,2,1,Images/yA-F-ver2.jpg,,youngadult,,,,2021-11-13_14h47.19.716,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-13_14h47.19.716,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,0,0,2,1,TrialCondition_C.xlsx
,,50.22065565,0.7817,0.004369303,-0.391681858,1,0,0,NextBu,0.972665188,0,0,0,1,1,Images/sA-M-ver7.jpg,,senioradult,,,,2021-11-13_14h47.19.716,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.41336399,0.7775,0.005854763,-0.411060045,1,0,0,NextBu,1.288165324,0,1,1,0,1,Images/sA-M-ver4.jpg,,senioradult,,,,2021-11-13_14h47.19.716,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.17540148,0.571,0.008907267,-0.35767551,1,0,0,NextBu,1.427840038,0,2,2,3,1,Images/sA-F-ver7.jpg,,senioradult,,,,2021-11-13_14h47.19.716,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.50907389,0.6405,-0.000291341,-0.409669189,1,0,0,NextBu,0.572354938,0,3,3,2,1,Images/sA-F-ver1.jpg,,senioradult,,,,2021-11-13_14h47.19.716,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-13_14h47.19.716,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,1,1,4,1,TrialCondition_E.xlsx
