RKey.keys,RKey.rt,slider.response,slider.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,ITI,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,Ratingtrials.ran,Image,Gender,AgeGroup,MacID,Age,"Ethnicity (e.g., African, Asian, & Caucasian)",date,expName,psychopyVersion,OS,frameRate,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,RatingBlockOrder.ran,RatingBlock
space,0.8599,50.44095188,1.2507,0.000651042,-0.388276842,1,0,0,NextBu,0.935406949,0,0,0,1,1,Images/chld-M-ver3.jpg,,child,,,,2021-11-10_17h39.05.189,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,51.1559177,0.9005,-0.000953776,-0.401607327,1,0,0,NextBu,1.018415655,0,1,1,3,1,Images/chld-F-ver3.jpg,,child,,,,2021-11-10_17h39.05.189,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.84518772,1.0158,0.006722344,-0.392340834,1,0,0,NextBu,0.504599204,0,2,2,2,1,Images/chld-F-ver2.jpg,,child,,,,2021-11-10_17h39.05.189,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,51.16768392,0.8291,0.011676839,-0.392532688,1,0,0,NextBu,0.581355759,0,3,3,0,1,Images/chld-M-ver2.jpg,,child,,,,2021-11-10_17h39.05.189,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-10_17h39.05.189,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,0,0,0,1,TrialCondition_A.xlsx
,,51.52271186,0.8515,0.015508626,-0.412111952,1,0,0,NextBu,0.638877179,0,0,0,0,1,Images/yA-M-ver5.jpg,,youngadult,,,,2021-11-10_17h39.05.189,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,51.77130127,0.7715,0.017713013,-0.390036079,1,0,0,NextBu,1.134908627,0,1,1,2,1,Images/yA-F-ver2.jpg,,youngadult,,,,2021-11-10_17h39.05.189,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,53.2930976,0.9388,0.031162991,-0.385905762,1,0,0,NextBu,1.435529522,0,2,2,3,1,Images/yA-F-ver5.jpg,,youngadult,,,,2021-11-10_17h39.05.189,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,53.71678331,0.7658,0.020814006,-0.39541904,1,0,0,NextBu,1.034245464,0,3,3,1,1,Images/yA-M-ver7.jpg,,youngadult,,,,2021-11-10_17h39.05.189,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-10_17h39.05.189,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,1,1,2,1,TrialCondition_C.xlsx
