RKey.keys,RKey.rt,slider.response,slider.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,ITI,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,Ratingtrials.ran,Image,Gender,AgeGroup,MacID,Age,"Ethnicity (e.g., African, Asian, & Caucasian)",date,expName,psychopyVersion,OS,frameRate,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,RatingBlockOrder.ran,RatingBlock
space,0.9774,59.36538357,1.2007,0.074231093,-0.360170763,1,0,0,NextBu,0.622773505,0,0,0,0,1,Images/chld-M-ver2.jpg,,child,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,55.3856269,0.8367,0.0192551,-0.401518555,1,0,0,NextBu,1.145991188,0,1,1,3,1,Images/chld-F-ver3.jpg,,child,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,53.15332709,0.8186,0.003991428,-0.379957275,1,0,0,NextBu,1.396566078,0,2,2,1,1,Images/chld-M-ver3.jpg,,child,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,51.11832682,0.7825,-0.005608385,-0.416337145,1,0,0,NextBu,1.130817995,0,3,3,2,1,Images/chld-F-ver2.jpg,,child,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,0,0,0,1,TrialCondition_A.xlsx
,,52.9179145,0.745,-0.014239299,-0.449903971,1,0,0,NextBu,1.36784668,0,0,0,1,1,Images/yA-M-ver7.jpg,,youngadult,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,54.56348334,0.7233,0.030083143,-0.395946045,1,0,0,NextBu,1.450472182,0,1,1,3,1,Images/yA-F-ver5.jpg,,youngadult,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,54.65570747,0.893,0.026214871,-0.363637899,1,0,0,NextBu,1.134777851,0,2,2,0,1,Images/yA-M-ver5.jpg,,youngadult,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,54.93038601,0.9482,0.031114502,-0.400714925,1,0,0,NextBu,1.267349551,0,3,3,2,1,Images/yA-F-ver2.jpg,,youngadult,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,1,1,2,1,TrialCondition_C.xlsx
,,54.18876139,0.925,0.022941691,-0.366765205,1,0,0,NextBu,0.562134553,0,0,0,0,1,Images/midA-M-ver5.jpg,,midadult,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,53.77309163,0.9253,0.033341607,-0.370178697,1,0,0,NextBu,1.482979916,0,1,1,3,1,Images/midA-F-ver3.jpg,,midadult,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,53.49816216,0.7763,0.013515828,-0.367573039,1,0,0,NextBu,0.63226829,0,2,2,2,1,Images/midA-F-ver2.jpg,,midadult,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,53.31243896,0.9078,0.03312439,-0.392015313,1,0,0,NextBu,1.233162925,0,3,3,1,1,Images/midA-M-ver6.jpg,,midadult,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-09_13h47.40.081,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,2,2,3,1,TrialCondition_D.xlsx
