RKey.keys,RKey.rt,slider.response,slider.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,ITI,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,Ratingtrials.ran,Image,Gender,AgeGroup,MacID,Age,"Ethnicity (e.g., African, Asian, & Caucasian)",date,expName,psychopyVersion,OS,frameRate,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,RatingBlockOrder.ran,RatingBlock
space,0.7718,49.81504991,1.0962,0.008860541,-0.375102946,1,0,0,NextBu,1.494147069,0,0,0,0,1,Images/F-A-A.jpg,,Adult ,,,,2021-11-15_16h11.42.785,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.54551188,0.6995,0.000352376,-0.402657878,1,0,0,NextBu,1.169177827,0,1,1,1,1,Images/F-A-C.jpg,,Adult ,,,,2021-11-15_16h11.42.785,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.46198866,1.1324,0.003620741,-0.366714342,1,0,0,NextBu,1.471424541,0,2,2,5,1,Images/M-A-C.jpg,,Adult ,,,,2021-11-15_16h11.42.785,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,49.51401774,0.8046,0.015780707,-0.37017395,1,0,0,NextBu,0.652401979,0,3,3,4,1,Images/M-A-A.jpg,,Adult ,,,,2021-11-15_16h11.42.785,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.16052246,0.8696,0.000606147,-0.381464572,1,0,0,NextBu,1.033541124,0,4,4,7,1,Images/M-C-C.jpg,,Adult ,,,,2021-11-15_16h11.42.785,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.01021322,0.7199,0.000415039,-0.372559136,1,0,0,NextBu,1.362679654,0,5,5,3,1,Images/F-C-C.jpg,,Adult ,,,,2021-11-15_16h11.42.785,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.39129639,1.0196,0.003912964,-0.386418593,1,0,0,NextBu,1.004882316,0,6,6,2,1,Images/F-C-A.jpg,,Adult ,,,,2021-11-15_16h11.42.785,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.18888346,0.9651,0.009497477,-0.36211358,1,0,0,NextBu,0.777405275,0,7,7,6,1,Images/M-C-A.jpg,,Adult ,,,,2021-11-15_16h11.42.785,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-15_16h11.42.785,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,0,0,5,1,TrialCondition_F.xlsx
,,50.29201253,0.9896,0.006448703,-0.379270291,1,0,0,NextBu,0.771508397,0,0,0,0,1,Images/sA-M-ver4.jpg,,senioradult,,,,2021-11-15_16h11.42.785,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.42958577,0.6988,0.009526164,-0.403778483,1,0,0,NextBu,0.744159488,0,1,1,2,1,Images/sA-F-ver1.jpg,,senioradult,,,,2021-11-15_16h11.42.785,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.3351983,0.8932,0.012787543,-0.378638509,1,0,0,NextBu,0.565954259,0,2,2,1,1,Images/sA-M-ver7.jpg,,senioradult,,,,2021-11-15_16h11.42.785,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,50.16326904,0.5515,0.00982388,-0.366211209,1,0,0,NextBu,1.231139491,0,3,3,3,1,Images/sA-F-ver7.jpg,,senioradult,,,,2021-11-15_16h11.42.785,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-15_16h11.42.785,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,1,1,4,1,TrialCondition_E.xlsx
