RKey.keys,RKey.rt,slider.response,slider.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,ITI,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,Ratingtrials.ran,Image,Gender,AgeGroup,MacID,Age,"Ethnicity (e.g., African, Asian, & Caucasian)",date,expName,psychopyVersion,OS,frameRate,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,RatingBlockOrder.ran,RatingBlock
space,1.6254,59.88607449,1.4905,0.052881809,-0.396205716,1,0,0,NextBu,0.632126503,0,0,0,2,1,Images/yA-F-ver2.jpg,,youngadult,,,,2021-11-10_17h31.29.350,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,56.69585503,0.8934,0.025739814,-0.405801731,1,0,0,NextBu,0.694624291,0,1,1,0,1,Images/yA-M-ver5.jpg,,youngadult,,,,2021-11-10_17h31.29.350,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,54.56959364,1.1056,0.022190348,-0.368456489,1,0,0,NextBu,0.701115267,0,2,2,3,1,Images/yA-F-ver5.jpg,,youngadult,,,,2021-11-10_17h31.29.350,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,55.43891737,0.7323,0.014645386,-0.394940728,1,0,0,NextBu,0.710617687,0,3,3,1,1,Images/yA-M-ver7.jpg,,youngadult,,,,2021-11-10_17h31.29.350,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-10_17h31.29.350,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,0,0,2,1,TrialCondition_C.xlsx
,,53.69940864,0.7919,0.015085381,-0.373200684,1,0,0,NextBu,0.687117596,0,0,0,3,1,Images/chld-F-ver3.jpg,,child,,,,2021-11-10_17h31.29.350,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,55.25409614,0.689,0.019237739,-0.401420627,1,0,0,NextBu,0.924906905,0,1,1,0,1,Images/chld-M-ver2.jpg,,child,,,,2021-11-10_17h31.29.350,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,54.19495985,1.2435,0.024343872,-0.366134101,1,0,0,NextBu,0.535687362,0,2,2,2,1,Images/chld-F-ver2.jpg,,child,,,,2021-11-10_17h31.29.350,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,55.27244737,0.7338,0.026914876,-0.381479831,1,0,0,NextBu,1.287488779,0,3,3,1,1,Images/chld-M-ver3.jpg,,child,,,,2021-11-10_17h31.29.350,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-10_17h31.29.350,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,1,1,0,1,TrialCondition_A.xlsx
