RKey.keys,RKey.rt,slider.response,slider.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,ITI,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,Ratingtrials.ran,Image,Gender,AgeGroup,MacID,Age,"Ethnicity (e.g., African, Asian, & Caucasian)",date,expName,psychopyVersion,OS,frameRate,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,RatingBlockOrder.ran,RatingBlock
space,0.9539,58.410692,2.0832,0.062225071,-0.366848416,1,0,0,NextBu,1.418645037,0,0,0,3,1,Images/yA-F-ver5.jpg,,youngadult,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,58.37714979,1.044,0.034264933,-0.386015896,1,0,0,NextBu,1.035243195,0,1,1,1,1,Images/yA-M-ver7.jpg,,youngadult,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,54.10149468,0.9789,0.01745341,-0.422490031,1,0,0,NextBu,0.937655696,0,2,2,2,1,Images/yA-F-ver2.jpg,,youngadult,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,54.58635796,1.0079,0.017621324,-0.40305915,1,0,0,NextBu,0.923243592,0,3,3,0,1,Images/yA-M-ver5.jpg,,youngadult,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,0,0,2,1,TrialCondition_C.xlsx
,,55.6309611,0.6271,0.036979302,-0.374887221,1,0,0,NextBu,0.81039218,0,0,0,3,1,Images/sA-F-ver7.jpg,,senioradult,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,54.45051405,0.8457,0.034171414,-0.403438382,1,0,0,NextBu,1.075585924,0,1,1,1,1,Images/sA-M-ver7.jpg,,senioradult,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,55.50535753,0.4998,0.006914944,-0.437609185,1,0,0,NextBu,0.770532083,0,2,2,0,1,Images/sA-M-ver4.jpg,,senioradult,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,55.90744358,0.9773,0.043258396,-0.382944607,1,0,0,NextBu,0.747945656,0,3,3,2,1,Images/sA-F-ver1.jpg,,senioradult,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,1,1,4,1,TrialCondition_E.xlsx
,,55.3626709,0.9906,0.032202962,-0.385946316,1,0,0,NextBu,0.518701851,0,0,0,2,1,Images/midA-F-ver2.jpg,,midadult,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,54.152398,1.0362,0.042216729,-0.374980537,1,0,0,NextBu,0.541519546,0,1,1,3,1,Images/midA-F-ver3.jpg,,midadult,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,56.4943712,0.9232,0.04947781,-0.369233873,1,0,0,NextBu,0.838487547,0,2,2,0,1,Images/midA-M-ver5.jpg,,midadult,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,55.49062093,0.9716,0.034347602,-0.371703898,1,0,0,NextBu,1.195953242,0,3,3,1,1,Images/midA-M-ver6.jpg,,midadult,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-09_13h39.55.270,FatFaceRating,2021.2.3,MacIntel,60.0024001,0,2,2,3,1,TrialCondition_D.xlsx
