RKey.keys,RKey.rt,slider.response,slider.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,ITI,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,Ratingtrials.ran,Image,Gender,AgeGroup,MacID,Age,"Ethnicity (e.g., African, Asian, & Caucasian)",date,expName,psychopyVersion,OS,frameRate,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,RatingBlockOrder.ran,RatingBlock
space,1.5765,70.86443866,1.542,0.038480179,-0.364677373,1,0,0,NextBu,0.642526993,0,0,0,2,1,Images/adl-F-ver5.jpg,,adolescent,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,,,,,,
,,54.46144387,0.9515,0.009396701,-0.372471788,1,0,0,NextBu,0.738366157,0,1,1,0,1,Images/adl-M-ver2.jpg,,adolescent,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,,,,,,
,,75.93496817,1.1269,0.010329861,-0.410069444,1,0,0,NextBu,0.9908679,0,2,2,3,1,Images/adl-F-ver8.jpg,,adolescent,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,,,,,,
,,78.32501447,0.9392,0.087612124,-0.373068576,1,0,0,NextBu,0.948411011,0,3,3,1,1,Images/adl-M-ver3.jpg,,adolescent,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,0,0,0,1,1,TrialCondition_B.xlsx
,,45.166739,1.0679,-0.015805845,-0.396773727,1,0,0,NextBu,1.279501651,0,0,0,0,1,Images/chld-M-ver2.jpg,,child,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,,,,,,
,,77.49457465,1.0271,0.010876013,-0.406770833,1,0,0,NextBu,0.776169414,0,1,1,2,1,Images/chld-F-ver2.jpg,,child,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,,,,,,
,,35.72880498,1.1192,-0.014688223,-0.401030816,1,0,0,NextBu,0.979105828,0,2,2,3,1,Images/chld-F-ver3.jpg,,child,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,,,,,,
,,67.11082176,0.8657,-0.020746528,-0.422305411,1,0,0,NextBu,1.199539728,0,3,3,1,1,Images/chld-M-ver3.jpg,,child,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,0,1,1,0,1,TrialCondition_A.xlsx
,,23.98509838,0.881,0.012688079,-0.388270399,1,0,0,NextBu,1.36895908,0,0,0,0,1,Images/yA-M-ver5.jpg,,youngadult,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,,,,,,
,,71.04275174,0.8911,0.029788773,-0.412340856,1,0,0,NextBu,0.814005046,0,1,1,2,1,Images/yA-F-ver2.jpg,,youngadult,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,,,,,,
,,57.27575231,1.0399,0.026851852,-0.387087674,1,0,0,NextBu,1.182523981,0,2,2,1,1,Images/yA-M-ver7.jpg,,youngadult,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,,,,,,
,,67.33579282,1.0148,-0.029976852,-0.407396557,1,0,0,NextBu,1.291489029,0,3,3,3,1,Images/yA-F-ver5.jpg,,youngadult,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,0,2,2,2,1,TrialCondition_C.xlsx
,,76.81640625,1.2204,0.074424913,-0.386313657,1,0,0,NextBu,0.541901998,0,0,0,2,1,Images/sA-F-ver1.jpg,,senioradult,,,,2021-11-01_21h07.13.238,FatFaceRating,2021.2.3,MacIntel,30.0003,,,,,,
