RatingBlock,Image,Gender,AgeGroup,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,RInstr.started,RInstr.stopped,RKey.keys,RKey.rt,RKey.started,RKey.stopped,image_5.started,image_5.stopped,slider.response,slider.rt,slider.started,slider.stopped,NextBu.started,NextBu.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ITI,text.started,text.stopped,MacID,Gender,Age,Ethnicity (e.g., African, Asian, & Caucasian),date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,10.417790855048224,None,space,0.966826876043342,10.417790855048224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_D.xlsx,Images/midA-M-ver6.jpg,,midadult,0,0,0,3,0,0,0,1,,,,,,,11.508304763003252,None,49.666666666666664,1.9257233759853989,11.796393732074648,None,11.796393732074648,None,0.0044444444444444444,-0.4088888888888889,1,0,0,NextBu,0.32563024084083736,None,11.796393732074648,None,11.796393732074648,None,1.311350393418674,13.878809901070781,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_D.xlsx,Images/midA-M-ver5.jpg,,midadult,0,0,0,3,0,1,1,0,,,,,,,15.251186283072457,None,53.11111111111111,0.9247581179952249,15.549511661054567,None,15.549511661054567,None,0.022222222222222223,-0.3877777777777778,1,0,0,NextBu,0.3145800579804927,None,15.549511661054567,None,15.549511661054567,None,1.119708153942082,16.648893655044958,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_D.xlsx,Images/midA-F-ver2.jpg,,midadult,0,0,0,3,0,2,2,2,,,,,,,17.84185215004254,None,50.55555555555556,0.7848472429905087,18.129910195013508,None,18.129910195013508,None,0.005555555555555556,-0.3877777777777778,1,0,0,NextBu,0.30860025400761515,None,18.129910195013508,None,18.129910195013508,None,0.5001605982675308,18.922680907067843,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_D.xlsx,Images/midA-F-ver3.jpg,,midadult,0,0,0,3,0,3,3,3,,,,,,,19.474525732104667,None,50.66666666666667,0.7633052850142121,19.767787528107874,None,19.767787528107874,None,0.0,-0.41444444444444445,1,0,0,NextBu,0.3196913809515536,None,19.767787528107874,None,19.767787528107874,None,0.7278637245825965,20.69728164607659,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_D.xlsx,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_C.xlsx,Images/yA-M-ver5.jpg,,youngadult,0,1,1,2,0,0,0,0,,,,,,,21.462937656091526,None,50.22222222222222,0.6661352230003104,21.766868579084985,None,21.766868579084985,None,-0.005555555555555556,-0.4111111111111111,1,0,0,NextBu,0.32282961905002594,None,21.766868579084985,None,21.766868579084985,None,1.0866045562038222,22.521240255096927,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_C.xlsx,Images/yA-F-ver5.jpg,,youngadult,0,1,1,2,0,1,1,3,,,,,,,23.63892661803402,None,51.0,0.6482891010819003,23.92959051101934,None,23.92959051101934,None,0.0077777777777777776,-0.44666666666666666,1,0,0,NextBu,0.30527382891159505,None,23.92959051101934,None,23.92959051101934,None,0.8395414748397727,24.69801657507196,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_C.xlsx,Images/yA-M-ver7.jpg,,youngadult,0,1,1,2,0,2,2,1,,,,,,,25.562977126101032,None,53.44444444444445,1.4897181499982253,25.852587868110277,None,25.852587868110277,None,0.023333333333333334,-0.3622222222222222,1,0,0,NextBu,0.3113315448863432,None,25.852587868110277,None,25.852587868110277,None,1.2043587153395927,27.460782063077204,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
TrialCondition_C.xlsx,Images/yA-F-ver2.jpg,,youngadult,0,1,1,2,0,3,3,2,,,,,,,28.700017740018666,None,54.77777777777778,0.9330039289779961,28.997854922083206,None,28.997854922083206,None,0.04,-0.37777777777777777,1,0,0,NextBu,0.31645091506652534,None,28.997854922083206,None,28.997854922083206,None,1.0681040226866658,30.053980341064744,None,,,,,2021_Nov_09_1953,FatFaceOnline,2021.2.3,60.13122836795838,
